Region,Matched Flavors,OSPC Monthly,FLEX Monthly,Monthly Savings,Savings %,1-Year Savings,3-Year Savings,5-Year Savings,Pricing Note
IAD,6,$771.54,$627.84,$143.70,18.6%,$1724.40,$5173.20,$8622.00,Inferred from TCO_Comparison_Report.csv aligned with uploads/tco_flavormap_1780381947_1342314_flavormap.csv
