source_resource_type,region,target_region,server_name,server_id,include_in_deploy,source_flavor_id,source_flavor_name,source_ram_mb,source_vcpus,source_disk_gb,source_image_name,source_image_os_distro,source_image_os_version,target_flavor_id,target_flavor_name,target_ram_mb,target_vcpus,target_disk_gb,target_hourly_rate_usd,target_daily_cost_min_usd,target_monthly_cost_min_usd,recommended_target_image_name,image_recommendation_note,cloud_init_user_data,boot_volume_source_size_gb,boot_volume_source_device,boot_volume_target_device,needs_floating_ip,floating_network,boot_strategy,boot_from_volume_size_gb,attached_data_volumes_count,conversion_note,alt_1,alt_2,alt_3
cloud_server,iad3,DFW,FlexDFWjumphost,632e1a39-10fd-45c3-b995-b22aed273108,yes,gp.0.8.32,gp.0.8.32,,,,Ubuntu 24.04,,,gp.5.8.32,gp.5.8.32,32768,8,160,0.294,,,Ubuntu 24.04,target_public_image_exact_match,,,,,yes,PUBLICNET,local_boot,,,FLEX2FLEX mapper used DFW flavor catalog and public image inference from VM name,,,
cloud_server,iad3,DFW,FlexDFWjumphost,51a1ed0c-9ca4-4966-aca8-8145f7c3b3b6,yes,gp.0.8.32,gp.0.8.32,,,,Ubuntu 24.04,,,gp.5.8.32,gp.5.8.32,32768,8,160,0.294,,,Ubuntu 24.04,target_public_image_exact_match,,,,,yes,PUBLICNET,local_boot,,,FLEX2FLEX mapper used DFW flavor catalog and public image inference from VM name,,,
cloud_server,iad3,DFW,FlexDFWjumphost,26f81255-643a-41aa-93b5-7d3a3b699fd4,yes,gp.0.8.32,gp.0.8.32,,,,Ubuntu 24.04,,,gp.5.8.32,gp.5.8.32,32768,8,160,0.294,,,Ubuntu 24.04,target_public_image_exact_match,,,,,yes,PUBLICNET,local_boot,,,FLEX2FLEX mapper used DFW flavor catalog and public image inference from VM name,,,
cloud_server,iad3,DFW,FlexDFWjumphost,c0fd39c2-1f5c-4834-90e2-3652eda1af70,yes,gp.0.8.32,gp.0.8.32,,,,Ubuntu 24.04,,,gp.5.8.32,gp.5.8.32,32768,8,160,0.294,,,Ubuntu 24.04,target_public_image_exact_match,,,,,yes,PUBLICNET,local_boot,,,FLEX2FLEX mapper used DFW flavor catalog and public image inference from VM name,,,
cloud_server,iad3,DFW,Windows_Server_2019Re-snap-20260416211842-snapwin-safe-ide-img-snapwin-safe-ide-img-r3-f2f-DFW3-to-IAD3-snapwin-final-virtio,58d7c38c-a086-4b1a-b43a-9ce058c1c3ae,yes,gp.0.4.4,gp.0.4.4,,,,Windows_Server_2019Re-snap-20260416211842-snapwin-safe-ide-img-snapwin-safe-ide-img-r3-f2f-DFW3-to-IAD3-snapwin-virtio-ready-img,,,gp.5.4.4,gp.5.4.4,4096,4,80,0.086,,,Windows Server 2019,inferred_windows_2019_from_vm_name,,,,,yes,PUBLICNET,local_boot,,,FLEX2FLEX mapper used DFW flavor catalog and public image inference from VM name,,,
cloud_server,iad3,DFW,opscwin2016-20260509-150218-snap-202605091502-snapwin-virtio-ready-img-snapwin-safe-ide-img-r3-f2f-DFW3-to-IAD3-snapwin-final-virtio,13c18f3e-a792-4eb7-a2bf-92bb00d2adb9,yes,gp.0.4.4,gp.0.4.4,,,,opscwin2016-20260509-150218-snap-202605091502-snapwin-virtio-ready-img-snapwin-safe-ide-img-r3-f2f-DFW3-to-IAD3-snapwin-virtio-ready-img,,,gp.5.4.4,gp.5.4.4,4096,4,80,0.086,,,Windows Server 2016,inferred_windows_2016_from_vm_name,,,,,yes,PUBLICNET,local_boot,,,FLEX2FLEX mapper used DFW flavor catalog and public image inference from VM name,,,
cloud_server,iad3,DFW,IADjumphostu24,e2039b99-474c-49c5-9271-469ae7a1fa26,yes,gp.0.4.16,gp.0.4.16,,,,N/A (booted from volume),,,gp.5.4.16,gp.5.4.16,16384,4,80,0.147,,,Ubuntu 24.04,inferred_ubuntu_24.04_from_vm_name,,,,,yes,PUBLICNET,local_boot,,,FLEX2FLEX mapper used DFW flavor catalog and public image inference from VM name,,,
